pop	maskulinum	5	pop music
poplatek	maskulinum	5	fee
pořádek	maskulinum	5	order
poukaz	maskulinum	5	voucher
pozdrav	maskulinum	5	greeting
pozor	maskulinum	5	attention
právník	maskulinum	5	lawyer
prezident	maskulinum	5	president
problém	maskulinum	5	problem
prodavač	maskulinum	5	shop assistant
profesor	maskulinum	5	professor
pronájem	maskulinum	5	rent
prosinec	maskulinum	5	December
prst	maskulinum	5	finger
průjem	maskulinum	5	diarrhoea
průkaz	maskulinum	5	card
příbor	maskulinum	5	cutlery
příjezd	maskulinum	5	arrival
příklad	maskulinum	5	example
rentgen	maskulinum	5	X-ray
režisér	maskulinum	5	director
rock	maskulinum	5	rock
ročník	maskulinum	5	year
rodič	maskulinum	5	parent
rohlík	maskulinum	5	roll
rozhlas	maskulinum	5	radio
ručník	maskulinum	5	towel
Rus	maskulinum	5	Russian
rybník	maskulinum	5	pond
rychlík	maskulinum	5	express train
řád	maskulinum	5	timetable
ředitel	maskulinum	5	director
řemeslník	maskulinum	5	craftsman
řidič	maskulinum	5	driver
říjen	maskulinum	5	October
řízek	maskulinum	5	schnitzel
salám	maskulinum	5	salami
salát	maskulinum	5	salad
seriál	maskulinum	5	series
sešit	maskulinum	5	notebook
sever	maskulinum	5	north
slovník	maskulinum	5	dictionary
sníh	maskulinum	5	snow
součet	maskulinum	5	sum
soused	maskulinum	5	neighbour
spisovatel	maskulinum	5	writer
sporák	maskulinum	5	stove
sport	maskulinum	5	sport
sportovec	maskulinum	5	athlete
spotřebič	maskulinum	5	appliance
srpen	maskulinum	5	August
stadion	maskulinum	5	stadium
strach	maskulinum	5	fear
strom	maskulinum	5	tree
strýc	maskulinum	5	uncle
supermarket	maskulinum	5	supermarket
svátek	maskulinum	5	holiday
svetr	maskulinum	5	sweater
talíř	maskulinum	5	plate
tatínek	maskulinum	5	daddy
taxík	maskulinum	5	taxi
technik	maskulinum	5	technician
televizor	maskulinum	5	television
tenis	maskulinum	5	tennis
test	maskulinum	5	test
textil	maskulinum	5	textile
tlak	maskulinum	5	pressure
tlumočník	maskulinum	5	interpreter
trh	maskulinum	5	market
trolejbus	maskulinum	5	trolleybus
týden	maskulinum	5	week
účet	maskulinum	5	bill
úkol	maskulinum	5	task
Ukrajinec	maskulinum	5	Ukrainian
umělec	maskulinum	5	artist
únor	maskulinum	5	February
úřad	maskulinum	5	office
úředník	maskulinum	5	clerk
vagon	maskulinum	5	wagon
věk	maskulinum	5	age
vchod	maskulinum	5	entrance
Vietnamec	maskulinum	5	Vietnamese
víkend	maskulinum	5	weekend
vitamin	maskulinum	5	vitamin
vítr	maskulinum	5	wind
volejbal	maskulinum	5	volleyball
výlet	maskulinum	5	trip
výtah	maskulinum	5	lift
začátečník	maskulinum	5	beginner
začátek	maskulinum	5	beginning
záchod	maskulinum	5	toilet
zákaz	maskulinum	5	ban
zákusek	maskulinum	5	dessert
zaměstnanec	maskulinum	5	employee
zaměstnavatel	maskulinum	5	employer
západ	maskulinum	5	west
zavináč	maskulinum	5	@ sign
zedník	maskulinum	5	bricklayer
zpěvák	maskulinum	5	singer
zrak	maskulinum	5	sight
zub	maskulinum	5	tooth
zubař	maskulinum	5	dentist
žák	maskulinum	5	pupil
žaludek	maskulinum	5	stomach
život	maskulinum	5	life
životopis	maskulinum	5	CV
bezpečnost	femininum	5	safety
bolest	femininum	5	pain
broskev	femininum	5	peach
budoucnost	femininum	5	future
část	femininum	5	part
činnost	femininum	5	activity
daň	femininum	5	tax
chuť	femininum	5	taste
kolej	femininum	5	dormitory / track
kost	femininum	5	bone
krádež	femininum	5	theft
krev	femininum	5	blood
kuchyň	femininum	5	kitchen
láhev	femininum	5	bottle
loď	femininum	5	boat
masáž	femininum	5	massage
mast	femininum	5	ointment
mládež	femininum	5	youth
moc	femininum	5	power
myš	femininum	5	mouse
národnost	femininum	5	nationality
nemoc	femininum	5	illness
noc	femininum	5	night
obec	femininum	5	municipality
ocel	femininum	5	steel
pomoc	femininum	5	help
postel	femininum	5	bed
povodeň	femininum	5	flood
předpověď	femininum	5	forecast
předsíň	femininum	5	hallway
příslušnost	femininum	5	affiliation
radost	femininum	5	joy
řeč	femininum	5	speech
skříň	femininum	5	wardrobe
smrt	femininum	5	death
soutěž	femininum	5	competition
společnost	femininum	5	society / company
starost	femininum	5	worry
sůl	femininum	5	salt
tvář	femininum	5	face
trať	femininum	5	track
tramvaj	femininum	5	tram
událost	femininum	5	event
věc	femininum	5	thing
velikost	femininum	5	size
věž	femininum	5	tower
vlhkost	femininum	5	humidity
výpověď	femininum	5	notice / testimony
vzdálenost	femininum	5	distance
žádost	femininum	5	request
žízeň	femininum	5	thirst
Výraz	Rod	Úroveň	Anglicky
paní	femininum	6	lady / Mrs
krejčí	maskulinum	6	tailor
vedoucí	maskulinum	6	manager
cestující	maskulinum	6	passenger
vrchní	maskulinum	6	head waiter
průvodčí	maskulinum	6	conductor
stavení	neutrum	6	building
bydlení	neutrum	6	housing
náměstí	neutrum	6	square
nádraží	neutrum	6	train station
narození	neutrum	6	birth
nebezpečí	neutrum	6	danger
oblečení	neutrum	6	clothing
očkování	neutrum	6	vaccination
pití	neutrum	6	drink
plavání	neutrum	6	swimming
počasí	neutrum	6	weather
pojištění	neutrum	6	insurance
pondělí	neutrum	6	Monday
poschodí	neutrum	6	floor
potvrzení	neutrum	6	confirmation
povolání	neutrum	6	profession
povolení	neutrum	6	permission
příjmení	neutrum	6	surname
přízemí	neutrum	6	ground floor
topení	neutrum	6	heating
úterý	neutrum	6	Tuesday
vyučování	neutrum	6	teaching
vzdělání	neutrum	6	education
září	neutrum	6	September
zboží	neutrum	6	goods
zpoždění	neutrum	6	delay
nádobí	neutrum	6	dishes
klenotnictví	neutrum	6	jeweller's
knihkupectví	neutrum	6	bookshop
koření	neutrum	6	spice
krejčovství	neutrum	6	tailoring
květinářství	neutrum	6	flower shop
mistrovství	neutrum	6	championship
náboženství	neutrum	6	religion
občanství	neutrum	6	citizenship
občerstvení	neutrum	6	refreshment
odbavení	neutrum	6	check-in
oddělení	neutrum	6	department
oznámení	neutrum	6	announcement
papírnictví	neutrum	6	stationery shop
podání	neutrum	6	submission
pohlaví	neutrum	6	gender
pokračování	neutrum	6	continuation
provedení	neutrum	6	execution
představení	neutrum	6	performance
přepadení	neutrum	6	robbery
připojení	neutrum	6	connection
přiznání	neutrum	6	confession
rozloučení	neutrum	6	farewell
ručení	neutrum	6	liability
spojení	neutrum	6	connection
stání	neutrum	6	standing
těhotenství	neutrum	6	pregnancy
úmrtí	neutrum	6	death
vězení	neutrum	6	prison
vysvědčení	neutrum	6	report card
vysvětlení	neutrum	6	explanation
vyšetření	neutrum	6	examination
vyznání	neutrum	6	confession
zabezpečení	neutrum	6	security
zastavení	neutrum	6	stop
zastupitelství	neutrum	6	agency
zavolání	neutrum	6	call
antibiotika	neutrum	8	antibiotics
játra	neutrum	8	liver
ústa	neutrum	8	mouth
záda	neutrum	8	back
léta	neutrum	8	years
džíny	maskulinum	8	jeans
nervy	maskulinum	8	nerves
pantofle	maskulinum	8	slippers
prášky	maskulinum	8	pills
punčocháče	maskulinum	8	tights
tepláky	maskulinum	8	tracksuit
Vánoce	maskulinum	8	Christmas
Velikonoce	maskulinum	8	Easter
hranolky	maskulinum	8	fries
náklady	maskulinum	8	costs
oděvy	maskulinum	8	clothes
páni	maskulinum	8	gentlemen
poplatky	maskulinum	8	fees
rodiče	maskulinum	8	parents
šachy	maskulinum	8	chess
šaty	maskulinum	8	dress
špagety	maskulinum	8	spaghetti
vlasy	maskulinum	8	hair
vousy	maskulinum	8	beard
peníze	maskulinum	8	money
brusle	femininum	8	skates
housle	femininum	8	violin
jesle	femininum	8	nursery
kapky	femininum	8	drops
ledviny	femininum	8	kidneys
lyže	femininum	8	skis
masáže	femininum	8	massages
památky	femininum	8	monuments
plavky	femininum	8	swimsuit
plíce	femininum	8	lungs
ponožky	femininum	8	socks
punčochy	femininum	8	stockings
služby	femininum	8	services
těstoviny	femininum	8	pasta
volby	femininum	8	elections
boty	femininum	8	shoes
brýle	femininum	8	glasses
dveře	femininum	8	door
hodiny	femininum	8	clock
hory	femininum	8	mountains
kalhoty	femininum	8	trousers
karty	femininum	8	cards
noviny	femininum	8	newspaper
oči	femininum	8	eyes
potraviny	femininum	8	groceries
prázdniny	femininum	8	holidays
uši	femininum	8	ears
zprávy	femininum	8	news
brambory	femininum	8	potatoes
dámy	femininum	8	ladies
kupé	neutrum	9	compartment
piano	neutrum	9	piano
taxi	neutrum	9	taxi
zoo	neutrum	9	zoo
menu	neutrum	9	menu
hobby	neutrum	9	hobby
fitness	neutrum	9	fitness
kafe	neutrum	9	coffee
kakao	neutrum	9	cocoa
rádio	neutrum	9	radio
studio	neutrum	9	studio
video	neutrum	9	video
metro	neutrum	9	metro
minus	neutrum	9	minus
plus	neutrum	9	plus
muzeum	neutrum	9	museum
kilo	neutrum	9	kilo
deci	neutrum	9	decilitre
deko	neutrum	9	decagram
datum	neutrum	9	date
hospodský	maskulinum	10	innkeeper
vrátný	maskulinum	10	porter
nemocný	maskulinum	10	patient
příbuzný	maskulinum	10	relative
známý	maskulinum	10	acquaintance
dospělý	maskulinum	10	adult
nadřízený	maskulinum	10	superior
podřízený	maskulinum	10	subordinate
obviněný	maskulinum	10	accused
obžalovaný	maskulinum	10	defendant
podezřelý	maskulinum	10	suspect
postižený	maskulinum	10	disabled person
nezaměstnaný	maskulinum	10	unemployed person
volaný	maskulinum	10	called person
pokojská	femininum	10	chambermaid
vrátná	femininum	10	female porter
nemocná	femininum	10	female patient
příbuzná	femininum	10	female relative
známá	femininum	10	female acquaintance
mateřská	femininum	10	maternity leave
svíčková	femininum	10	sirloin sauce
vstupné	neutrum	10	admission fee
spropitné	neutrum	10	tip
kapesné	neutrum	10	pocket money
nájemné	neutrum	10	rent
jízdné	neutrum	10	fare
školné	neutrum	10	tuition
pojistné	neutrum	10	insurance premium
ošetřovné	neutrum	10	care allowance
porodné	neutrum	10	maternity allowance
poštovné	neutrum	10	postage
předplatné	neutrum	10	subscription
stočné	neutrum	10	sewage fee
vodné	neutrum	10	water fee
drobné	neutrum	10	small change
Výraz	Rod	Úroveň	Anglicky
autoservis	maskulinum	5	car service
bál	maskulinum	5	ball
byt 3+1	maskulinum	5	3+1 apartment
e-mail	maskulinum	5	email
jazyky	maskulinum	8	languages
kraj	maskulinum	5	region
kurz	maskulinum	5	course
laboratoř	maskulinum	5	laboratory
nábytek	maskulinum	5	furniture
program	maskulinum	5	program
recept	maskulinum	5	recipe / prescription
východ	maskulinum	5	east / exit
Výraz	Rod	Úroveň	Anglicky
aperitiv	maskulinum	5	aperitif
autobazar	maskulinum	5	car dealership
autodíl	maskulinum	5	car part
balet	maskulinum	5	ballet
balíček	maskulinum	5	packet
básník	maskulinum	5	poet
batoh	maskulinum	5	backpack
běh	maskulinum	5	run
běloch	maskulinum	5	white man
beton	maskulinum	5	concrete
bojler	maskulinum	5	boiler
bowling	maskulinum	5	bowling
bratranec	maskulinum	5	cousin
brigádník	maskulinum	5	part-time worker
budík	maskulinum	5	alarm clock
celer	maskulinum	5	celery
černoch	maskulinum	5	black man
článek	maskulinum	5	article
člen	maskulinum	5	member
čtenář	maskulinum	5	reader
čtverec	maskulinum	5	square
decilitr	maskulinum	5	decilitre
dějepis	maskulinum	5	history
dekagram	maskulinum	5	decagram
diabetik	maskulinum	5	diabetic
diskžokej	maskulinum	5	DJ
divák	maskulinum	5	spectator
docent	maskulinum	5	docent
dokument	maskulinum	5	document
doplatek	maskulinum	5	surcharge
dres	maskulinum	5	jersey
druh	maskulinum	5	partner
dřez	maskulinum	5	sink
dvůr	maskulinum	5	courtyard
džem	maskulinum	5	jam
elektrikář	maskulinum	5	electrician
fakt	maskulinum	5	fact
fanoušek	maskulinum	5	fan
fén	maskulinum	5	hairdryer
fix	maskulinum	5	marker
fond	maskulinum	5	fund
formulář	maskulinum	5	form
hlas	maskulinum	5	voice
hmyz	maskulinum	5	insect
hrášek	maskulinum	5	pea
hrnec	maskulinum	5	pot
hrnek	maskulinum	5	mug
hřeben	maskulinum	5	comb
chirurg	maskulinum	5	surgeon
chodník	maskulinum	5	pavement
chrám	maskulinum	5	temple
instalatér	maskulinum	5	plumber
internet	maskulinum	5	internet
jednatel	maskulinum	5	managing director
kadeřník	maskulinum	5	hairdresser
kamion	maskulinum	5	truck
kapesník	maskulinum	5	handkerchief
kapr	maskulinum	5	carp
kardiolog	maskulinum	5	cardiologist
kartáč	maskulinum	5	brush
katolík	maskulinum	5	Catholic
keř	maskulinum	5	bush
klobouk	maskulinum	5	hat
klub	maskulinum	5	club
knír	maskulinum	5	moustache
koberec	maskulinum	5	carpet
koláč	maskulinum	5	cake
koníček	maskulinum	5	hobby
kostým	maskulinum	5	costume
košík	maskulinum	5	basket
kotel	maskulinum	5	boiler
kotník	maskulinum	5	ankle
kousek	maskulinum	5	piece
kout	maskulinum	5	corner
krb	maskulinum	5	fireplace
kruh	maskulinum	5	circle
křesťan	maskulinum	5	Christian
kufr	maskulinum	5	suitcase
kulečník	maskulinum	5	billiards
kůň	maskulinum	5	horse
kurt	maskulinum	5	court
kus	maskulinum	5	piece
let	maskulinum	5	flight
listonoš	maskulinum	5	postman
loket	maskulinum	5	elbow
lux	maskulinum	5	vacuum cleaner
lyžař	maskulinum	5	skier
majetek	maskulinum	5	property
majitel	maskulinum	5	owner
makléř	maskulinum	5	broker
malíř	maskulinum	5	painter
med	maskulinum	5	honey
milimetr	maskulinum	5	millimetre
ministr	maskulinum	5	minister
model	maskulinum	5	model
monitor	maskulinum	5	monitor
mrak	maskulinum	5	cloud
muslim	maskulinum	5	Muslim
nástroj	maskulinum	5	tool
notebook	maskulinum	5	laptop
nůž	maskulinum	5	knife
občan	maskulinum	5	citizen
obchodník	maskulinum	5	merchant
objem	maskulinum	5	volume
objezd	maskulinum	5	detour
oblek	maskulinum	5	suit
obývák	maskulinum	5	living room
odbor	maskulinum	5	department
oděv	maskulinum	5	clothing
odlet	maskulinum	5	departure
olej	maskulinum	5	oil
ošetřovatel	maskulinum	5	carer
panel	maskulinum	5	panel
parlament	maskulinum	5	parliament
partner	maskulinum	5	partner
pás	maskulinum	5	belt
pekáč	maskulinum	5	baking tray
pepř	maskulinum	5	pepper
petržel	femininum	5	parsley
plán	maskulinum	5	plan
plast	maskulinum	5	plastic
pneuservis	maskulinum	5	tyre service
počet	maskulinum	5	count
podnájem	maskulinum	5	sublease
podpatek	maskulinum	5	heel
pojišťovatel	maskulinum	5	insurer
politik	maskulinum	5	politician
porcelán	maskulinum	5	porcelain
porod	maskulinum	5	birth
pořad	maskulinum	5	programme
poslanec	maskulinum	5	MP
potok	maskulinum	5	stream
potrat	maskulinum	5	abortion
požár	maskulinum	5	fire
prarodič	maskulinum	5	grandparent
prášek	maskulinum	5	powder
primátor	maskulinum	5	mayor
prohlížeč	maskulinum	5	browser
projektor	maskulinum	5	projector
prostor	maskulinum	5	space
prostředek	maskulinum	5	means
předkrm	maskulinum	5	starter
předmět	maskulinum	5	subject
předprodej	maskulinum	5	presale
přehled	maskulinum	5	overview
přechod	maskulinum	5	crossing
přejezd	maskulinum	5	level crossing
překlad	maskulinum	5	translation
překladatel	maskulinum	5	translator
přeplatek	maskulinum	5	overpayment
přesčas	maskulinum	5	overtime
přestupek	maskulinum	5	offence
převod	maskulinum	5	transfer
přídavek	maskulinum	5	allowance
příchod	maskulinum	5	arrival
příjem	maskulinum	5	income
přílet	maskulinum	5	arrival
případ	maskulinum	5	case
příplatek	maskulinum	5	surcharge
příspěvek	maskulinum	5	contribution
psychiatr	maskulinum	5	psychiatrist
původ	maskulinum	5	origin
registr	maskulinum	5	register
rejstřík	maskulinum	5	index
revizor	maskulinum	5	inspector
román	maskulinum	5	novel
rozdíl	maskulinum	5	difference
rozměr	maskulinum	5	dimension
rozsudek	maskulinum	5	judgment
rozvod	maskulinum	5	divorce
rozvrh	maskulinum	5	schedule
rum	maskulinum	5	rum
řezník	maskulinum	5	butcher
sál	maskulinum	5	hall
semafor	maskulinum	5	traffic light
seminář	maskulinum	5	seminar
Senát	maskulinum	5	Senate
senátor	maskulinum	5	senator
senior	maskulinum	5	senior
schod	maskulinum	5	step
sklep	maskulinum	5	cellar
sluch	maskulinum	5	hearing
směr	maskulinum	5	direction
sňatek	maskulinum	5	marriage
sochař	maskulinum	5	sculptor
soud	maskulinum	5	court
sourozenec	maskulinum	5	sibling
spánek	maskulinum	5	sleep
stánek	maskulinum	5	stall
stav	maskulinum	5	state
stejk	maskulinum	5	steak
strojek	maskulinum	5	small machine
strop	maskulinum	5	ceiling
střed	maskulinum	5	centre
střih	maskulinum	5	cut
stupeň	maskulinum	5	degree
svědek	maskulinum	5	witness
šálek	maskulinum	5	cup
šampon	maskulinum	5	shampoo
šátek	maskulinum	5	scarf
školník	maskulinum	5	school caretaker
špenát	maskulinum	5	spinach
šperk	maskulinum	5	jewel
švagr	maskulinum	5	brother-in-law
tablet	maskulinum	5	tablet
tělocvik	maskulinum	5	PE
tchán	maskulinum	5	father-in-law
trenér	maskulinum	5	coach
trest	maskulinum	5	punishment
tvar	maskulinum	5	shape
tvaroh	maskulinum	5	curd
tým	maskulinum	5	team
ultrazvuk	maskulinum	5	ultrasound
úraz	maskulinum	5	injury
úvazek	maskulinum	5	contract
vařič	maskulinum	5	cooker
vdovec	maskulinum	5	widower
veterinář	maskulinum	5	vet
vjezd	maskulinum	5	entrance
volant	maskulinum	5	steering wheel
vozík	maskulinum	5	trolley
vrtulník	maskulinum	5	helicopter
vůz	maskulinum	5	carriage
výjezd	maskulinum	5	exit
výpis	maskulinum	5	statement
vysavač	maskulinum	5	vacuum cleaner
výsledek	maskulinum	5	result
výslech	maskulinum	5	interrogation
význam	maskulinum	5	meaning
vzhled	maskulinum	5	appearance
zájem	maskulinum	5	interest
zájezd	maskulinum	5	package tour
zákon	maskulinum	5	law
zápach	maskulinum	5	smell
zápal	maskulinum	5	inflammation
zápas	maskulinum	5	match
zápis	maskulinum	5	enrolment
závodník	maskulinum	5	racer
zeměpis	maskulinum	5	geography
zeť	maskulinum	5	son-in-law
zvuk	maskulinum	5	sound
Výraz	Rod	Úroveň	Anglicky
